kichen 5.043997288 -1.242068768 -1.351296186
bedroom 5.519602299 -4.271326065 -1.440267324
cleanroom -0.3211243153 -4.090555191 -3.017688036
p4 -4.946962833 -4.756626606 1.526297331
p5 -1.721110821 0.2274336815 -0.05355374515
p6 3.877273798 -0.1761369705 -0.06599482894
